RideID,LatOrigem,LongOrigem,LatDestino,LongDestino,Distancia_KM,Estimatives
1183310,-239.624.233,-4.625.465.759.999.990,-238.373.074,-461.321.725,33.96,"{'Flash': 47.5, 'Comfort': 68.5, 'UberX': 47.5, 'turbo-taxi': 111.96, 'regular-taxi': 139.77, 'pop99': 64.04}"
1183311,-166.215.775,-493.193.707,-1.664.579.389.999.990,-493.106.918,4.53,"{'Flash': 12.5, 'turbo-taxi': 15.42, 'UberX': 12.5, 'regular-taxi': 19.26, 'Comfort': 14.5, 'pop99': 11.05}"
1183312,-236.754.917,-466.526.757,-234.753.983,-4.677.725.979.999.990,34.33,"{'poupa99': 62.85, 'pop99': 76.6, 'turbo-taxi': 130.78, 'regular-taxi': 130.78, 'UberX': 73.5, 'Comfort': 100.5, 'Flash': 68.0, 'Black': 118.0, 'Bag': 96.5, 'Uber Promo': 63.0}"
1183313,-198.867.255,-4.403.543.299.999.990,-198.743.038,-440.173.988,2.61,"{'Moto': 6.0, 'Comfort': 10.5, 'UberFlash': 9.0, 'Black': 17.0, 'poupa99': 27.2, 'pop99': 27.2, 'turbo-taxi': 12.46, 'regular-taxi': 12.46, 'UberX': 9.0}"
1183315,-25.394.125,-443.329.816,-24.996.757,-442.295.325,20.14,"{'Flash': 36.5, 'pop99': 31.14, 'turbo-taxi': 68.85, 'regular-taxi': 76.49, 'UberX': 36.5}"
1183316,-23.484.748,-465.666.986,-23.522.013,-46.601.571,8.51,"{'poupa99': 22.49, 'pop99': 22.49, 'turbo-taxi': 33.49, 'regular-taxi': 33.49, 'Comfort': 31.5, 'Flash': 20.5, 'Black': 32.5, 'Bag': 29.5, 'Black Bag': 39.0, 'UberX': 22.0}"
1183317,-23.110.073,-46.544.610.399.999.900,-231.374.996,-465.748.109,11.93,"{'Comfort': 26.5, 'Uber Flash': 17.0, 'pop99': 20.33, 'regular-taxi': 57.46, 'UberX': 17.0}"
1183318,-26.966.300.099.999.900,-486.408.683,-269.117.939,-486.917.325,18.32,"{'pop99': 23.74, 'turbo-taxi': 74.73, 'regular-taxi': 74.73, 'Uber Flash': 27.0, 'UberX': 27.0, 'Comfort': 29.5, 'poupa99': 19.74}"
1183319,-237.764.283,-466.948.362,-236.793.193,-466.750.793,15.62,"{'Uber Promo': 40.0, 'pop99': 40.72, 'UberX': 47.0, 'turbo-taxi': 73.44, 'Comfort': 69.5, 'Flash': 45.0, 'regular-taxi': 73.44, 'Bag': 65.0, 'poupa99': 36.84}"
1183320,-232.921.561,-511.769.469,-232.972.659,-5.119.692.240.000.000,2.3,"{'pop99': 8.97, 'turbo-taxi': 15.23, 'regular-taxi': 16.92, 'Comfort': 9.5, 'UberX': 7.5}"
1183321,-23.119.902,-46.478.971,-231.178.978,-465.763.917,13.3,"{'Comfort': 27.5, 'Uber Flash': 20.0, 'pop99': 21.51, 'UberX': 20.0}"
1183322,-23.110.073,-46.544.610.399.999.900,-231.374.996,-465.748.109,11.93,"{'UberX': 17.0, 'Comfort': 26.5, 'Uber Flash': 17.0, 'regular-taxi': 57.46, 'pop99': 20.33}"
1183324,-228.475.702,-43.351.245.899.999.900,-228.770.189,-4.326.768.149.999.990,11.44,"{'UberX': 20.5, 'Comfort': 30.5, 'UberFlash': 20.5, 'Black': 40.0, 'pop99': 24.91, 'turbo-taxi': 51.7, 'regular-taxi': 51.7, 'poupa99': 22.45}"
1183325,-22.729.125,-43.446.141,-228.371.489,-432.738.342,26.68,"{'Comfort': 70.5, 'UberFlash': 44.0, 'Black': 83.0, 'poupa99': 34.78, 'pop99': 38.66, 'turbo-taxi': 99.99, 'regular-taxi': 99.99, 'UberX': 44.0}"
1183326,-19.748.141,-44.068.801,-198.011.169,-440.252.647,12.45,"{'UberFlash': 26.5, 'poupa99': 16.1, 'pop99': 18.69, 'turbo-taxi': 39.72, 'regular-taxi': 39.72, 'UberX': 26.5}"
1183327,-26.966.322.200.000.000,-486.408.646,-269.117.939,-486.917.325,18.32,"{'Uber Flash': 27.5, 'Comfort': 30.0, 'poupa99': 19.74, 'pop99': 23.74, 'turbo-taxi': 74.73, 'regular-taxi': 74.73, 'UberX': 27.5}"
1183328,-204.369.816,-546.566.221,-204.621.662,-546.510.581,4.0,"{'Flash': 8.5, 'Comfort': 12.5, 'poupa99': 15.86, 'pop99': 15.86, 'turbo-taxi': 16.82, 'regular-taxi': 18.69, 'UberX': 8.5}"
1183329,-2.285.081.330.000.000,-4.337.127.659.999.990,-227.932.554,-433.006.377,14.48,"{'Comfort': 44.0, 'UberFlash': 25.0, 'Black': 49.0, 'poupa99': 26.79, 'pop99': 28.32, 'turbo-taxi': 54.64, 'regular-taxi': 54.64, 'UberX': 25.0}"
1183330,-196.882.013,-439.217.799,-196.296.002,-439.003.409,11.97,"{'UberX': 24.0, 'Comfort': 27.0, 'UberFlash': 24.0, 'poupa99': 21.97, 'turbo-taxi': 44.65, 'regular-taxi': 44.65, 'pop99': 21.97}"
1183331,-198.679.725,-43.931.162.099.999.900,-198.587.158,-439.350.694,2.0,"{'UberX': 11.5, 'Comfort': 11.5, 'UberFlash': 11.5, 'poupa99': 9.4, 'Black': 13.0, 'turbo-taxi': 16.81, 'regular-taxi': 16.81, 'pop99': 9.4}"
1183333,-24.299.640.099.999.900,-470.210.655,-243.270.072,-470.021.312,4.76,{'pop99': 10.81}
1183335,-23.037.839.899.999.900,-45.617.396.799.999.900,-230.374.397,-4.556.036.350.000.000,13.79,"{'Flash': 15.0, 'UberX': 15.0, 'Comfort': 19.0, 'turbo-taxi': 48.65, 'regular-taxi': 48.65, 'pop99': 13.99}"
1183336,-29.665.687.399.999.900,-538.312.037,-2.969.181.309.999.990,-538.584.018,06.09,"{'regular-taxi': 25.91, 'UberX': 15.0, 'Uber Flash': 15.0, 'pop99': 14.46}"
1183338,-205.037.865,-474.189.036,-205.553.398,-4.739.757.340.000.000,9.76,"{'UberX': 19.0, 'Uber Flash': 17.5, 'pop99': 18.45, 'turbo-taxi': 33.25, 'regular-taxi': 33.25, 'poupa99': 15.75}"
1183339,-227.966.375,-451.773.067,-228.249.808,-451.917.377,5.49,"{'Flash': 13.0, 'UberX': 13.0, 'Comfort': 17.0, 'regular-taxi': 27.38, 'pop99': 11.64}"
1183340,-31.751.469.099.999.900,-523.985.938,-317.562.449,-5.233.545.849.999.990,7.29,"{'UberX': 15.0, 'Uber Flash': 15.0, 'pop99': 15.98, 'turbo-taxi': 32.43, 'regular-taxi': 32.43, 'poupa99': 13.75}"
1183341,-23.704.306.799.999.900,-465.276.545,-236.568.665,-466.022.652,13.07,"{'poupa99': 62.16, 'pop99': 62.16, 'turbo-taxi': 53.58, 'top99': 55.11, 'regular-taxi': 53.58, 'UberX': 60.5, 'Comfort': 91.5, 'Flash': 60.5, 'Bag': 85.0, 'Uber Promo': 51.5}"
1183342,-29.711.040.399.999.900,-537.625.428,-29.688.515,-53.828.181,9.97,"{'UberX': 21.0, 'Uber Flash': 21.0, 'poupa99': 44.92, 'pop99': 44.92, 'regular-taxi': 37.33}"
1183343,-22.873.191,-43.291.830.600.000.000,-229.474.645,-431.827.333,18.5,"{'pop99': 29.73, 'turbo-taxi': 74.91, 'UberX': 46.5, 'regular-taxi': 74.91, 'Comfort': 83.0, 'UberFlash': 46.5, 'Black': 63.0, 'poupa99': 26.68}"
1183344,-31.751.469.099.999.900,-523.985.938,-317.562.449,-5.233.545.849.999.990,7.29,"{'poupa99': 13.87, 'pop99': 16.1, 'turbo-taxi': 32.9, 'regular-taxi': 32.9, 'Uber Flash': 15.0, 'UberX': 15.0}"
1183345,-235.225.179,-465.212.073,-235.224,-465.316,1.21,"{'UberX': 9.0, 'Comfort': 10.5, 'Flash': 8.5, 'Black': 11.5, 'Bag': 15.0, 'Black Bag': 14.5, 'pop99': 8.86, 'turbo-taxi': 12.34, 'top99': 12.34, 'regular-taxi': 12.34, 'Uber Promo': 8.0}"
1183346,-227.966.375,-451.773.067,-228.249.808,-451.917.377,5.49,"{'Flash': 13.0, 'Comfort': 17.0, 'pop99': 11.64, 'regular-taxi': 27.38, 'UberX': 13.0}"
1183347,-227.832.522,-433.910.957,-2.275.821,-4.343.202,7.19,"{'pop99': 13.51, 'turbo-taxi': 28.09, 'regular-taxi': 28.09, 'UberX': 12.5, 'Comfort': 19.0, 'UberFlash': 12.5, 'Black': 26.0, 'poupa99': 10.23}"
1183348,-235.225.179,-465.212.073,-235.224,-465.316,1.21,"{'Uber Promo': 8.5, 'UberX': 9.5, 'Comfort': 11.5, 'Flash': 9.5, 'Black': 11.5, 'Bag': 16.5, 'Black Bag': 14.5, 'turbo-taxi': 12.34, 'top99': 12.34, 'regular-taxi': 12.34, 'pop99': 8.86}"
1183349,-236.085.574,-4.672.526.329.999.990,-235.446.922,-467.009.853,9.89,"{'Comfort': 38.0, 'Flash': 27.5, 'Black': 38.5, 'Bag': 37.0, 'Taxi': 31.5, 'pop99': 30.38, 'turbo-taxi': 51.35, 'top99': 51.35, 'regular-taxi': 51.35, 'UberX': 29.0}"
1183350,-60.426.759,-49.893.078.100.000.000,-6.090.103.600.000.000,-4.986.339.950.000.000,7.9,"{'pop99': 19.51, 'UberX': 17.0}"
1183351,-200.065.194,-440.156.029,-199.851.247,-440.087.181,03.06,"{'Comfort': 11.5, 'UberFlash': 9.5, 'poupa99': 11.87, 'pop99': 11.87, 'turbo-taxi': 20.33, 'regular-taxi': 20.33, 'UberX': 8.5}"
1183353,-23.546.317.199.999.900,-46.202.978.699.999.900,-235.278.758,-461.665.731,06.03,"{'poupa99': 16.1, 'pop99': 16.1, 'turbo-taxi': 29.73, 'regular-taxi': 30.6, 'UberX': 14.0, 'Comfort': 21.0, 'Flash': 14.0, 'Bag': 19.5, 'Uber Promo': 12.0}"
1183354,-194.115.954,-442.007.805,-19.461.785,-442.541.019,11.14,"{'pop99': 25.15, 'turbo-taxi': 47.47, 'regular-taxi': 47.47, 'Comfort': 27.5, 'UberFlash': 25.0, 'UberX': 25.0}"
1183355,-2.688.430.799.999.990,-4.922.681.199.999.990,-2.686.240.879.999.990,-490.871.789,20.63,"{'UberX': 32.5, 'Uber Flash': 32.5, 'Comfort': 42.0, 'pop99': 46.65}"
1183356,-236.085.574,-4.672.526.329.999.990,-235.446.922,-467.009.853,9.89,"{'turbo-taxi': 51.35, 'top99': 51.35, 'regular-taxi': 51.35, 'UberX': 34.0, 'Comfort': 47.0, 'Flash': 32.5, 'Black': 38.5, 'Bag': 44.0, 'Taxi': 31.5, 'pop99': 30.62}"
1183357,-222.925.254,-490.496.675,-223.204.776,-490.254.201,5.35,"{'Uber Flash': 10.5, 'poupa99': 14.95, 'pop99': 14.95, 'turbo-taxi': 31.55, 'regular-taxi': 31.55, 'UberX': 11.5}"
1183358,-200.065.194,-440.156.029,-199.851.247,-440.087.181,03.06,"{'UberX': 8.5, 'Comfort': 11.5, 'UberFlash': 9.5, 'poupa99': 11.87, 'turbo-taxi': 20.33, 'regular-taxi': 20.33, 'pop99': 11.87}"
1183359,-129.333.175,-3.845.945.740.000.000,-12.986.705,-385.038.133,12.67,"{'turbo-taxi': 42.21, 'regular-taxi': 46.9, 'Flash Moto': 16.5, 'Moto': 16.0, 'UberX': 26.0, 'Comfort': 37.0, 'UberFlash': 26.0, 'pop99': 24.89}"
1183360,-232.239.962,-46.862.010.399.999.900,-231.775.169,-468.813.667,8.62,"{'Flash': 23.5, 'Comfort': 24.0, 'poupa99': 41.0, 'pop99': 41.0, 'turbo-taxi': 39.07, 'regular-taxi': 39.07, 'UberX': 23.5}"
1183361,-22.873.191,-43.291.830.600.000.000,-229.450.514,-431.857.261,18.68,"{'Comfort': 70.5, 'UberFlash': 28.5, 'Black': 63.0, 'poupa99': 27.62, 'pop99': 30.67, 'turbo-taxi': 88.13, 'regular-taxi': 88.13, 'UberX': 28.5}"
1183363,-20.006.313,-44.015.287,-199.851.247,-440.087.181,03.01,"{'Comfort': 11.5, 'UberFlash': 9.5, 'poupa99': 13.51, 'pop99': 13.51, 'turbo-taxi': 20.33, 'regular-taxi': 20.33, 'UberX': 8.0}"
1183364,-198.609.094,-440.262.757,-199.052.705,-439.445.242,15.1,"{'poupa99': 50.56, 'pop99': 50.56, 'turbo-taxi': 49.12, 'UberX': 60.0, 'UberFlash': 60.0, 'Black': 50.0, 'regular-taxi': 47.35}"
1183365,-198.867.255,-4.403.543.299.999.990,-198.743.038,-440.173.988,2.61,"{'poupa99': 10.85, 'turbo-taxi': 12.81, 'regular-taxi': 12.81, 'Moto': 6.0, 'UberX': 9.0, 'Comfort': 10.5, 'UberFlash': 9.0, 'pop99': 10.85}"
1183366,-227.835.931,-4.336.061.489.999.990,-22.807.278,-43.415.295,10.41,"{'pop99': 19.27, 'turbo-taxi': 34.55, 'regular-taxi': 34.55, 'poupa99': 16.57}"
1183367,-158.923.504,-481.058.765,-157.933.031,-479.446.732,27.76,"{'Flash Moto': 27.0, 'UberX': 40.0, 'Comfort': 55.5, 'Flash': 40.0, 'Black': 82.0, 'Bag': 65.5, 'pop99': 32.43, 'turbo-taxi': 76.89, 'regular-taxi': 96.12, 'poupa99': 29.26}"
1183368,-227.832.606,-433.910.694,-2.275.821,-4.343.202,7.2,"{'poupa99': 10.34, 'pop99': 13.75, 'turbo-taxi': 28.09, 'regular-taxi': 28.09, 'Comfort': 23.0, 'UberFlash': 14.5, 'Black': 26.0, 'UberX': 14.5}"
1183369,-198.609.094,-440.262.757,-199.052.705,-439.445.242,15.1,"{'poupa99': 50.82, 'pop99': 50.82, 'turbo-taxi': 49.47, 'regular-taxi': 47.71, 'UberFlash': 51.5, 'UberX': 51.5}"
1183370,-239.624.233,-4.625.465.759.999.990,-238.373.074,-461.321.725,33.96,"{'pop99': 63.22, 'turbo-taxi': 110.83, 'regular-taxi': 138.54, 'Flash': 51.5, 'Comfort': 74.5, 'UberX': 51.5}"
1183371,-23.671.848.999.999.900,-46.553.676.599.999.900,-237.229.206,-465.470.949,12.63,"{'UberX': 23.0, 'Comfort': 30.5, 'Flash': 23.0, 'Black': 30.5, 'Bag': 32.5, 'poupa99': 28.92, 'pop99': 28.92, 'turbo-taxi': 40.19, 'regular-taxi': 40.19, 'Uber Promo': 20.0}"
1183372,-23.537.904.599.999.900,-462.278.425,-235.294.799,-462.041.633,2.8,"{'poupa99': 8.7, 'pop99': 8.7, 'comfort99': 10.11, 'delivery99': 8.7, 'turbo-taxi': 17.04, 'top99': 17.04, 'regular-taxi': 17.85, 'UberX': 8.5, 'Flash': 8.5, 'Bag': 12.5, 'Uber Promo': 7.5}"
1183373,-23.537.904.599.999.900,-462.278.425,-235.294.799,-462.041.633,2.8,"{'poupa99': 8.7, 'comfort99': 10.11, 'delivery99': 8.7, 'turbo-taxi': 17.04, 'top99': 17.04, 'regular-taxi': 17.85, 'Uber Promo': 7.5, 'UberX': 8.5, 'Flash': 8.5, 'Bag': 12.5, 'pop99': 8.7}"
1183374,-198.609.094,-440.262.757,-199.052.705,-439.445.242,15.1,"{'poupa99': 51.22, 'pop99': 51.22, 'turbo-taxi': 50.18, 'UberX': 51.5, 'UberFlash': 51.5, 'Black': 50.0, 'regular-taxi': 48.41}"
1183375,-227.832.606,-433.910.694,-2.275.821,-4.343.202,7.2,"{'UberX': 14.5, 'Comfort': 23.0, 'UberFlash': 14.5, 'Black': 26.0, 'pop99': 13.75, 'turbo-taxi': 28.09, 'regular-taxi': 28.09, 'poupa99': 10.34}"
1183376,-269.972.024,-4.863.996.470.000.000,-271.601.295,-485.830.345,25.9,"{'Uber Flash': 44.5, 'Comfort': 51.5, 'poupa99': 52.36, 'pop99': 52.36, 'turbo-taxi': 145.59, 'regular-taxi': 145.59, 'UberX': 44.5}"
1183377,-22.880.909.199.999.900,-48.428.253.299.999.900,-226.073.506,-4.879.867.989.999.990,55.56,"{'UberX': 108.5, 'Comfort': 132.5, 'Uber Flash': 108.5, 'regular-taxi': 224.52, 'pop99': 88.72}"
1183378,-235.479.825,-464.147.201,-235.892.885,-465.437.064,29.16,"{'UberX': 41.0, 'Comfort': 59.5, 'Flash': 38.0, 'Bag': 55.5, 'poupa99': 48.01, 'pop99': 56.71, 'turbo-taxi': 107.75, 'regular-taxi': 107.75, 'Uber Promo': 35.5}"
1183379,-227.832.606,-433.910.694,-2.275.821,-4.343.202,7.2,"{'Comfort': 21.0, 'UberFlash': 13.5, 'Black': 26.0, 'poupa99': 10.34, 'pop99': 13.75, 'turbo-taxi': 28.09, 'regular-taxi': 28.09, 'UberX': 13.5}"
1183380,-227.835.931,-4.336.061.489.999.990,-22.807.278,-43.415.295,10.41,"{'poupa99': 16.57, 'pop99': 19.27, 'turbo-taxi': 34.55, 'regular-taxi': 34.55}"
1183381,-23.511.671,-467.635.643,-234.753.983,-4.677.725.979.999.990,8.2,"{'UberX': 33.5, 'Comfort': 49.5, 'Flash': 33.5, 'Black': 29.5, 'Black Bag': 36.5, 'turbo-taxi': 37.25, 'top99': 33.02, 'regular-taxi': 37.25, 'pop99': 16.45}"
1183382,-22.880.909.199.999.900,-48.428.253.299.999.900,-226.073.506,-4.879.867.989.999.990,55.56,"{'pop99': 88.48, 'regular-taxi': 224.52, 'Comfort': 132.5, 'Uber Flash': 108.5, 'UberX': 108.5}"
1183383,-56.976.773,-352.811.239,-5.761.033.299.999.990,-352.522.839,11.09,"{'Flash': 19.0, 'UberX': 19.0, 'Comfort': 30.5, 'pop99': 15.51}"
1183384,-199.379.505,-4.415.879.949.999.990,-19.972.255,-440.612.193,15.16,"{'Comfort': 36.0, 'UberFlash': 31.5, 'poupa99': 21.62, 'pop99': 21.62, 'turbo-taxi': 49.94, 'regular-taxi': 49.94, 'UberX': 31.5}"
1183385,-227.832.606,-433.910.694,-2.275.821,-4.343.202,7.2,"{'UberX': 13.5, 'Comfort': 21.0, 'UberFlash': 13.5, 'Black': 26.0, 'pop99': 13.75, 'turbo-taxi': 28.09, 'regular-taxi': 28.09, 'poupa99': 10.34}"
1183386,-23.511.671,-467.635.643,-234.753.983,-4.677.725.979.999.990,8.2,"{'UberX': 33.5, 'Comfort': 49.5, 'Flash': 33.5, 'Black': 29.5, 'Black Bag': 36.5, 'pop99': 16.45, 'turbo-taxi': 37.25, 'top99': 33.02, 'regular-taxi': 37.25, 'Uber Promo': 28.5}"
1183387,-198.609.094,-440.262.757,-199.052.705,-439.445.242,15.1,"{'UberFlash': 48.5, 'poupa99': 50.43, 'pop99': 50.43, 'turbo-taxi': 47.0, 'regular-taxi': 45.95, 'UberX': 48.5}"
1183388,-269.972.024,-4.863.996.470.000.000,-271.601.295,-485.830.345,25.9,"{'Uber Flash': 44.5, 'UberX': 44.5, 'Comfort': 51.5, 'poupa99': 52.36, 'turbo-taxi': 145.59, 'regular-taxi': 145.59, 'pop99': 52.36}"
1183389,-19.911.040.000.000.000,-439.683,-199.399.357,-439.633.408,5.98,"{'poupa99': 21.15, 'UberX': 25.0, 'Comfort': 25.5, 'UberFlash': 25.0, 'turbo-taxi': 38.66, 'regular-taxi': 38.66, 'Black': 29.0, 'pop99': 21.15}"
1183390,-129.418.238,-385.012.342,-1.299.231,-38.522.473,8.41,"{'turbo-taxi': 33.33, 'regular-taxi': 37.03, 'UberX': 21.0, 'Comfort': 25.0, 'UberFlash': 21.0, 'pop99': 15.04}"
1183391,-95.735.475,-35.785.624,-95.705.458,-3.577.439.359.999.990,3.72,"{'turbo-taxi': 15.12, 'regular-taxi': 16.56, 'Flash': 9.5, 'UberX': 9.5, 'pop99': 7.88}"
1183392,-19.861.585.200.000.000,-440.266.054,-199.052.705,-439.445.242,15.31,"{'UberX': 48.5, 'UberFlash': 48.5, 'poupa99': 51.35, 'pop99': 51.35, 'turbo-taxi': 50.53, 'regular-taxi': 48.77}"
1183393,-23.679.255.599.999.900,-464.356.353,-237.074.962,-464.005.026,7.66,"{'poupa99': 17.74, 'pop99': 17.74, 'turbo-taxi': 31.02, 'regular-taxi': 31.02, 'UberX': 17.0, 'Comfort': 29.0, 'Flash': 17.0, 'Bag': 23.0, 'Uber Promo': 14.5}"
1183394,-228.705.993,-434.418.015,-228.763.606,-4.337.126.019.999.990,11.95,"{'pop99': 18.33, 'turbo-taxi': 46.12, 'regular-taxi': 46.12, 'Comfort': 26.0, 'UberFlash': 15.0, 'Black': 35.0, 'UberX': 15.0}"
1183395,-228.143.459,-43.413.769.699.999.900,-229.050.926,-4.355.839.270.000.000,28.51,"{'pop99': 40.3, 'comfort99': 45.71, 'delivery99': 40.3, 'turbo-taxi': 100.15, 'regular-taxi': 92.28, 'UberX': 39.0, 'Comfort': 68.0, 'UberFlash': 39.0, 'Black': 88.0, 'poupa99': 36.31}"
1183396,-220.548.234,-47.907.271.699.999.900,-220.384.823,-4.786.018.439.999.990,8.63,"{'pop99': 31.35, 'Uber Flash': 17.0, 'turbo-taxi': 40.01, 'regular-taxi': 40.01, 'UberX': 17.0}"
1183397,-235.649.178,-467.444.943,-23.506.699,-468.750.476,18.44,"{'poupa99': 85.53, 'pop99': 85.53, 'turbo-taxi': 79.55, 'regular-taxi': 79.55, 'UberX': 62.0, 'Comfort': 86.0, 'Flash': 59.0, 'Black': 79.5, 'Bag': 82.0, 'Black Bag': 93.5, 'Taxi': 68.5, 'Uber Promo': 54.5}"
1183398,-20.006.313,-44.015.287,-199.851.247,-440.087.181,03.01,"{'UberX': 8.0, 'Comfort': 11.0, 'UberFlash': 9.5, 'poupa99': 14.64, 'turbo-taxi': 20.33, 'regular-taxi': 20.33, 'pop99': 14.64}"
1183399,-19.861.585.200.000.000,-440.266.054,-199.052.705,-439.445.242,15.31,"{'UberFlash': 46.0, 'poupa99': 51.02, 'pop99': 51.02, 'turbo-taxi': 47.35, 'regular-taxi': 46.3, 'UberX': 46.0}"
1183400,-29.209.999,-51.345.316.999.999.900,-291.667.777,-515.112.867,22.13,"{'Uber Flash': 48.5, 'UberX': 44.0, 'pop99': 39.25, 'poupa99': 35.25}"
1183401,-156.585.412,-561.442.747,-156.388.168,-5.610.163.060.000.000,7.18,"{'regular-taxi': 49.71, 'Flash': 18.0, 'Comfort': 29.5, 'UberX': 18.0, 'pop99': 27.17}"
1183402,-227.836.799,-43.360.492.699.999.900,-22.807.278,-43.415.295,10.41,"{'poupa99': 17.51, 'pop99': 19.39, 'turbo-taxi': 34.84, 'regular-taxi': 34.84}"
1183403,-211.337.007,-4.780.463.570.000.000,-211.925.103,-477.753.175,15.69,"{'poupa99': 28.47, 'pop99': 28.47, 'turbo-taxi': 41.46, 'regular-taxi': 58.4, 'Uber Flash': 19.0, 'Comfort': 30.5, 'UberX': 19.0}"
1183405,-228.709.787,-434.412.802,-228.763.606,-4.337.126.019.999.990,12.05,"{'turbo-taxi': 46.12, 'regular-taxi': 46.12, 'UberX': 16.0, 'Comfort': 26.0, 'UberFlash': 16.0, 'Black': 35.0, 'pop99': 18.33}"
1183407,-19.861.585.200.000.000,-440.266.054,-199.052.705,-439.445.242,15.31,"{'UberX': 44.0, 'Comfort': 55.5, 'UberFlash': 44.0, 'Black': 50.5, 'poupa99': 51.81, 'pop99': 51.81, 'turbo-taxi': 50.53, 'regular-taxi': 48.77}"
1183408,-24.120.794.999.999.900,-46.670.656.799.999.900,-243.197.245,-470.053.696,50.41,"{'pop99': 79.2, 'Flash': 71.0, 'Comfort': 93.5, 'UberX': 71.0}"
1183409,-22.873.191,-43.291.830.600.000.000,-229.450.514,-431.857.261,18.68,"{'poupa99': 40.78, 'UberX': 27.0, 'Comfort': 66.0, 'UberFlash': 27.0, 'turbo-taxi': 71.68, 'regular-taxi': 71.68, 'Black': 63.0, 'pop99': 40.78}"
1183410,-237.123.991,-46.503.970.699.999.900,-236.662.339,-464.954.885,7.57,"{'poupa99': 42.19, 'pop99': 42.19, 'turbo-taxi': 37.02, 'regular-taxi': 37.02, 'Comfort': 26.0, 'Flash': 17.0, 'UberX': 17.0}"
1183411,-19.861.585.200.000.000,-440.266.054,-199.052.705,-439.445.242,15.31,"{'poupa99': 49.16, 'pop99': 49.16, 'turbo-taxi': 50.18, 'regular-taxi': 48.41, 'Moto': 19.0, 'Comfort': 52.5, 'UberFlash': 42.0, 'Black': 50.5, 'UberX': 42.0}"
1183412,-15.839.681.599.999.900,-481.245.099,-159.038.901,-480.664.782,15.68,"{'Comfort': 43.0, 'Flash': 31.5, 'Black': 50.0, 'Bag': 50.5, 'poupa99': 62.0, 'pop99': 62.0, 'turbo-taxi': 47.19, 'regular-taxi': 58.98, 'UberX': 31.5}"
1183413,-228.502.886,-435.269.978,-2.288.197.289.999.990,-433.389.099,27.21,"{'poupa99': 39.84, 'pop99': 44.18, 'turbo-taxi': 103.99, 'regular-taxi': 103.99, 'Comfort': 59.0, 'UberFlash': 32.5, 'Black': 77.0, 'UberX': 32.5}"
1183414,-24.120.794.999.999.900,-46.670.656.799.999.900,-243.197.245,-470.053.696,50.41,"{'Flash': 71.0, 'Comfort': 93.5, 'UberX': 71.0, 'pop99': 79.2}"
1183415,-233.077.927,-467.271.401,-234.416.294,-4.672.195.429.999.990,22.63,"{'pop99': 38.43, 'regular-taxi': 77.67, 'Uber Promo': 45.5, 'UberX': 55.0, 'Comfort': 78.0, 'Flash': 55.0, 'poupa99': 32.2}"
1183416,-15.839.681.599.999.900,-481.245.099,-159.038.901,-480.664.782,15.68,"{'poupa99': 62.0, 'pop99': 62.0, 'regular-taxi': 58.98, 'UberX': 33.5, 'Comfort': 46.0, 'Flash': 33.5, 'Black': 50.0, 'Bag': 54.5, 'turbo-taxi': 47.19}"
1183417,-228.502.886,-435.269.978,-2.288.197.289.999.990,-433.389.099,27.21,"{'pop99': 43.71, 'turbo-taxi': 95.47, 'regular-taxi': 95.47, 'UberX': 32.5, 'Comfort': 59.0, 'UberFlash': 32.5, 'Black': 77.0, 'poupa99': 39.25}"
1183418,-22.055.074.299.999.900,-4.790.732,-220.384.823,-4.786.018.439.999.990,8.68,"{'turbo-taxi': 40.42, 'regular-taxi': 40.42, 'Uber Flash': 27.0, 'UberX': 27.0, 'pop99': 32.13}"
1183419,-20.006.313,-44.015.287,-199.851.247,-440.087.181,03.01,"{'poupa99': 14.46, 'pop99': 14.46, 'turbo-taxi': 20.33, 'regular-taxi': 20.33, 'Comfort': 10.5, 'UberFlash': 9.5, 'UberX': 8.0}"
1183420,-227.832.606,-433.910.694,-2.275.821,-4.343.202,7.2,"{'poupa99': 16.01, 'pop99': 16.01, 'turbo-taxi': 28.09, 'regular-taxi': 28.09, 'Comfort': 31.5, 'UberFlash': 19.0, 'Black': 28.5, 'UberX': 19.0}"
1183421,-234.623.709,-464.045.054,-235.964.886,-464.554.845,21.73,"{'Uber Promo': 53.5, 'UberX': 65.0, 'Comfort': 91.5, 'Flash': 65.0, 'Black': 72.0, 'Bag': 86.0, 'Black Bag': 87.0, 'turbo-taxi': 102.52, 'top99': 83.31, 'regular-taxi': 102.52, 'pop99': 40.89}"
1183422,-158.494.723,-479.507.276,-158.341.486,-4.795.058.450.000.000,3.11,"{'poupa99': 6.11, 'turbo-taxi': 14.44, 'regular-taxi': 16.04, 'Flash Moto': 5.5, 'UberX': 11.0, 'Comfort': 12.5, 'Flash': 11.5, 'Black': 14.5, 'Bag': 14.5, 'pop99': 6.11}"
1183423,-234.924.222,-464.113.068,-235.004.455,-463.990.524,3.62,"{'UberX': 8.5, 'Comfort': 14.5, 'Flash': 8.0, 'Black': 17.5, 'Bag': 11.5, 'Black Bag': 21.0, 'poupa99': 12.54, 'pop99': 12.54, 'turbo-taxi': 21.74, 'regular-taxi': 21.74, 'Uber Promo': 7.5}"
